Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Origin,Food_Supply_Num,Flock_Size_Band,Flock_Size_Num,Flight_Distance_Category,Speed_Category,Altitude_Category,Temperature_Category,Wind_Speed_Category,Visibility_Category,Humidity_Category,Migration_Success_Num,Food_Flock_Interaction,Path,Migration_Behavior_Cluster,Cluster
Bar-headed Goose,Africa,Forest,Rainy,Shelter,-2.2248,85.5506,-17.5972,78.2925,1498.36,33.42,49.16,2033.49,1752.65,26.61,6.36,59.26,1028.83,14.27,Unsuccessful,84.32,10,1,2,0,Yes,19,Low,Fair,Yes,Food Shortage,Unsuccessful,No,,Eastern,1,Medium,19,Medium,Moderate,Medium,Warm,Low,Good,Moderate,0,19,"-2.22,85.55 -> -17.6,78.29",Balanced,0
Sandhill Crane,Africa,Coastal,Clear,Food,44.8151,85.8605,52.6452,-2.8438,770.69,12.0,52.87,1932.01,1425.94,33.56,43.17,61.86,999.17,11.71,Successful,70.67,10,12,6,2,Yes,31,Low,Good,Yes,Lost Signal,Unsuccessful,No,,Western,1,Large,31,Short,Moderate,Medium,Warm,High,Good,Moderate,0,31,"44.82,85.86 -> 52.65,-2.84",High-Risk,2
European Stork,North America,Mountain,Cloudy,Food,54.2063,-42.2555,27.435,-30.6899,850.34,13.44,59.34,2101.29,1573.49,24.9,4.15,87.15,1033.24,13.72,Successful,78.39,5,9,5,6,Yes,12,Low,Excellent,Yes,Food Shortage,Unsuccessful,No,,Southern,1,Medium,12,Short,Moderate,Medium,Warm,Low,Good,Very High,0,12,"54.21,-42.26 -> 27.44,-30.69",High-Risk,2
Bar-headed Goose,North America,Coastal,Rainy,Seasonal,-15.7473,93.0099,-49.4476,59.2682,1183.78,18.96,76.98,1000.81,50.0,19.32,13.06,76.08,1012.39,14.92,Successful,63.22,8,11,1,0,No,1,Medium,Excellent,No,,Successful,Yes,3.476116502881779,Western,2,Solo,1,Medium,High,Medium,Mild,Low,Good,High,1,2,"-15.75,93.01 -> -49.45,59.27",Balanced,0
Sandhill Crane,Asia,Mountain,Windy,Breeding,57.5668,-71.4325,70.1994,-75.7627,1240.07,31.98,39.47,1333.52,802.48,26.44,24.69,33.61,1005.58,13.08,Successful,78.63,12,3,1,3,Yes,12,Medium,Good,Yes,Food Shortage,Unsuccessful,No,,Central,2,Medium,12,Medium,Low,Medium,Warm,Moderate,Good,Low,0,24,"57.57,-71.43 -> 70.2,-75.76",Balanced,0
Bar-headed Goose,Europe,Wetland,Windy,Climate,-24.7869,-68.6731,-2.3225,-96.9759,980.06,17.58,71.64,1398.67,935.4,7.78,29.17,47.43,1050.0,16.53,Unsuccessful,80.76,10,2,4,2,Yes,55,Medium,Good,No,,Successful,Yes,7.558998502924343,Eastern,2,Very Large,55,Short,High,Medium,Mild,Moderate,Good,Moderate,1,110,"-24.79,-68.67 -> -2.32,-96.98",Flock-Oriented,1
Arctic Tern,South America,Coastal,Clear,Food,-27.4484,-45.5858,-27.373,-54.1498,2082.0,33.67,80.66,1495.48,1232.97,12.76,21.16,70.01,1025.35,16.39,Unsuccessful,74.8,6,9,6,4,Yes,12,Medium,Poor,No,,Successful,Yes,7.444344507084072,Southern,2,Medium,12,Medium,High,Medium,Mild,Moderate,Good,High,1,24,"-27.45,-45.59 -> -27.37,-54.15",Balanced,0
European Stork,Asia,Mountain,Cloudy,Food,51.4126,76.0004,49.8191,78.1481,1187.79,29.15,41.89,2772.49,2104.36,17.6,50.15,37.23,970.2,17.56,Successful,91.31,11,2,4,3,Yes,17,High,Fair,No,,Successful,Yes,1.9043427888567073,Northern,3,Medium,17,Medium,Moderate,High,Mild,Very High,Good,Moderate,1,51,"51.41,76.0 -> 49.82,78.15",High-Risk,2
Ruby-throated Hummingbird,South America,Grassland,Clear,Climate,10.0395,-85.5799,16.3366,-113.1349,1631.37,72.29,25.28,2128.18,1665.67,19.92,15.58,82.87,1018.06,12.51,Successful,63.24,1,4,4,6,Yes,12,Medium,Good,No,,Successful,Yes,5.365010469024059,Central,2,Medium,12,Medium,Low,Medium,Mild,Moderate,Good,Very High,1,24,"10.04,-85.58 -> 16.34,-113.13",High-Risk,2
Barn Swallow,North America,Mountain,Windy,Seasonal,-48.4567,-144.7246,-27.6612,-136.7511,1877.54,34.18,49.19,2006.87,1203.53,7.0,16.7,27.75,1007.25,8.82,Successful,77.96,3,4,4,2,No,1,Medium,Good,Yes,Predator,Unsuccessful,No,,Central,2,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Low,Low,0,2,"-48.46,-144.72 -> -27.66,-136.75",Balanced,0
European Stork,South America,Forest,Clear,Shelter,-42.2595,-81.8587,-26.1253,-99.6206,914.78,26.65,76.0,1763.84,1435.01,3.9,22.92,87.02,1005.14,22.28,Successful,60.23,4,7,3,1,Yes,43,Medium,Excellent,No,,Successful,Yes,4.043328016575965,Western,2,Large,43,Short,High,Medium,Cold,Moderate,Excellent,Very High,1,86,"-42.26,-81.86 -> -26.13,-99.62",Flock-Oriented,1
Barn Swallow,Africa,Mountain,Rainy,Climate,-18.9808,-13.8653,-13.0668,-39.4307,2000.49,19.99,77.75,3301.27,2395.03,15.59,42.57,76.93,1017.98,7.02,Unsuccessful,81.34,5,7,5,1,No,1,High,Good,Yes,Predator,Unsuccessful,No,,Northern,3,Solo,1,Medium,High,High,Mild,High,Low,High,0,3,"-18.98,-13.87 -> -13.07,-39.43",High-Altitude Fast,3
Osprey,Asia,Mountain,Rainy,Seasonal,-32.7048,-61.5738,-20.3244,-41.9974,1633.48,36.24,42.17,1384.75,630.14,21.3,24.65,57.51,989.75,15.58,Successful,84.19,9,10,3,4,Yes,41,Low,Good,Yes,Storm,Unsuccessful,No,,Central,1,Large,41,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,0,41,"-32.7,-61.57 -> -20.32,-42.0",Balanced,0
European Stork,North America,Coastal,Rainy,Shelter,69.5419,74.7059,75.0,79.4102,1569.49,35.77,57.88,2359.22,1893.15,32.03,20.64,71.04,1012.18,13.29,Unsuccessful,77.76,10,12,3,4,No,1,Low,Fair,Yes,Injury,Unsuccessful,No,,Eastern,1,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,High,0,1,"69.54,74.71 -> 75.0,79.41",Balanced,0
Bar-headed Goose,Europe,Coastal,Rainy,Climate,34.6705,-143.6847,15.3554,152.8831,943.06,19.87,68.32,2380.15,1526.29,17.53,19.11,56.68,987.17,11.84,Unsuccessful,76.27,1,3,4,1,Yes,10,Medium,Excellent,No,,Successful,Yes,4.353462021731786,Southern,2,Medium,10,Short,Moderate,Medium,Mild,Moderate,Good,Moderate,1,20,"34.67,-143.68 -> 15.36,152.88",High-Altitude Fast,3
Barn Swallow,Africa,Grassland,Stormy,Breeding,-0.1667,53.021,9.4993,38.7514,2464.05,38.24,73.17,2325.98,1390.57,21.7,11.43,50.2,1008.36,18.13,Unsuccessful,100.0,4,6,3,2,Yes,14,Medium,Good,No,,Successful,Yes,4.632181203798186,Southern,2,Medium,14,Medium,High,Medium,Warm,Low,Good,Moderate,1,28,"-0.17,53.02 -> 9.5,38.75",High-Altitude Fast,3
Monarch Butterfly,Africa,Forest,Rainy,Shelter,45.8628,-63.3056,22.6869,-100.3932,606.7,10.63,68.4,1560.67,654.94,18.01,63.28,69.58,985.62,13.84,Successful,77.32,10,12,7,2,No,1,Low,Fair,Yes,Predator,Unsuccessful,No,,Central,1,Solo,1,Short,Moderate,Medium,Mild,Very High,Good,High,0,1,"45.86,-63.31 -> 22.69,-100.39",High-Risk,2
Osprey,Asia,Grassland,Clear,Food,-18.2416,-107.4945,1.1429,-64.2696,1385.0,14.43,80.68,1131.65,50.0,40.0,11.27,57.36,1025.38,10.07,Successful,54.71,7,11,7,4,Yes,16,High,Good,Yes,Injury,Unsuccessful,No,,Western,3,Medium,16,Medium,High,Medium,Hot,Low,Good,Moderate,0,48,"-18.24,-107.49 -> 1.14,-64.27",Balanced,0
Sandhill Crane,North America,Mountain,Cloudy,Breeding,-51.3693,-90.6981,-36.1134,-119.1763,937.53,7.18,69.43,2081.37,1235.14,21.93,51.72,61.28,981.34,6.58,Unsuccessful,59.07,4,8,5,4,Yes,16,Medium,Good,No,,Successful,Yes,2.5709215641070595,Eastern,2,Medium,16,Short,Moderate,Medium,Warm,Very High,Low,Moderate,1,32,"-51.37,-90.7 -> -36.11,-119.18",High-Risk,2
European Stork,South America,Wetland,Rainy,Food,-9.3629,-102.4898,-8.2607,-127.2481,1184.08,27.1,54.39,1864.78,1335.38,8.91,17.05,42.76,1027.56,16.42,Successful,72.25,6,7,4,5,No,1,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Western,2,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,0,2,"-9.36,-102.49 -> -8.26,-127.25",High-Risk,2
Barn Swallow,South America,Forest,Cloudy,Seasonal,-10.2489,122.7207,-13.5774,121.4083,687.03,17.71,59.86,1656.03,1385.38,22.5,25.29,16.62,1007.0,9.09,Successful,66.82,8,10,4,0,Yes,55,Low,Excellent,No,,Successful,Yes,3.82490046796962,Central,1,Very Large,55,Short,Moderate,Medium,Warm,Moderate,Low,Low,1,55,"-10.25,122.72 -> -13.58,121.41",Balanced,0
Ruby-throated Hummingbird,North America,Grassland,Windy,Breeding,-37.4825,-69.5464,-16.7757,-55.1396,1007.85,21.96,59.24,1536.15,724.11,19.06,21.52,52.98,1002.81,15.29,Unsuccessful,86.74,8,10,3,4,Yes,22,High,Good,No,,Successful,Yes,3.4726324825805515,Western,3,Large,22,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,1,66,"-37.48,-69.55 -> -16.78,-55.14",Flock-Oriented,1
Osprey,North America,Forest,Cloudy,Breeding,23.8106,106.3563,28.7438,79.9903,809.49,12.82,67.38,2348.06,1495.85,15.35,4.84,57.55,1011.48,10.43,Successful,42.78,10,2,5,2,No,1,Medium,Good,No,,Successful,Yes,6.127727788105837,Southern,2,Solo,1,Short,Moderate,Medium,Mild,Low,Good,Moderate,1,2,"23.81,106.36 -> 28.74,79.99",High-Altitude Fast,3
Osprey,South America,Coastal,Windy,Seasonal,-6.6759,-71.3516,-2.0367,-68.7877,653.57,34.38,29.54,1692.11,1052.81,11.95,6.95,41.29,1006.1,9.8,Successful,37.67,12,2,7,4,No,1,Low,Excellent,Yes,Predator,Unsuccessful,No,,Northern,1,Solo,1,Short,Low,Medium,Mild,Low,Low,Moderate,0,1,"-6.68,-71.35 -> -2.04,-68.79",Balanced,0
Arctic Tern,Europe,Forest,Clear,Breeding,-17.6947,-168.7253,-11.6698,-162.2352,1990.86,49.88,44.47,1208.09,724.7,18.38,11.92,95.88,1021.55,15.37,Unsuccessful,62.09,10,1,7,0,No,1,Low,Excellent,No,,Successful,Yes,1.008482101490356,Northern,1,Solo,1,Medium,Moderate,Medium,Mild,Low,Good,Very High,1,1,"-17.69,-168.73 -> -11.67,-162.24",Balanced,0
Bar-headed Goose,South America,Coastal,Windy,Breeding,20.5518,-167.6752,27.9127,132.6884,1003.1,19.25,61.48,3464.93,2593.89,14.56,11.88,60.44,1017.83,10.26,Successful,94.79,2,3,3,3,No,1,Medium,Good,Yes,Injury,Unsuccessful,No,,Southern,2,Solo,1,Medium,Moderate,High,Mild,Low,Good,Moderate,0,2,"20.55,-167.68 -> 27.91,132.69",Balanced,0
Ruby-throated Hummingbird,Europe,Wetland,Clear,Climate,35.3332,-44.9704,56.3862,-31.743,1326.62,22.79,70.9,2736.62,2276.85,14.39,20.89,59.57,1028.76,15.09,Successful,93.12,6,9,2,2,No,1,Medium,Poor,No,,Successful,Yes,2.7198548951548553,Western,2,Solo,1,Medium,High,High,Mild,Moderate,Good,Moderate,1,2,"35.33,-44.97 -> 56.39,-31.74",High-Altitude Fast,3
Ruby-throated Hummingbird,South America,Forest,Rainy,Food,68.8368,120.4271,39.8765,100.1735,1811.82,39.13,72.1,1538.29,1252.13,20.74,19.98,67.65,1022.82,13.49,Successful,100.0,6,8,3,3,Yes,10,Low,Good,Yes,Storm,Unsuccessful,No,,Northern,1,Medium,10,Medium,High,Medium,Warm,Moderate,Good,High,0,10,"68.84,120.43 -> 39.88,100.17",Balanced,0
European Stork,North America,Coastal,Cloudy,Shelter,55.6357,31.1841,53.5707,-11.3842,1736.2,113.05,15.0,2971.78,2528.93,23.1,30.79,68.7,1015.21,15.91,Successful,28.61,8,12,2,4,Yes,26,Medium,Excellent,No,,Successful,Yes,4.352055580028524,Northern,2,Large,26,Medium,Low,High,Warm,High,Good,High,1,52,"55.64,31.18 -> 53.57,-11.38",Flock-Oriented,1
Ruby-throated Hummingbird,Africa,Grassland,Rainy,Shelter,-53.0658,61.032,-70.0,120.3151,1370.82,15.33,76.97,898.25,50.0,16.65,31.53,71.95,1004.74,6.43,Successful,100.0,12,1,7,1,No,1,Medium,Fair,Yes,Food Shortage,Unsuccessful,No,,Central,2,Solo,1,Medium,High,Low,Mild,High,Low,High,0,2,"-53.07,61.03 -> -70.0,120.32",Balanced,0
Ruby-throated Hummingbird,Europe,Coastal,Clear,Seasonal,-36.029,-29.01,-28.8149,-61.7007,1017.72,20.59,57.72,1023.52,508.39,13.66,14.35,63.34,1043.92,8.66,Successful,68.66,6,8,0,3,No,1,Medium,Good,No,,Successful,Yes,5.858917614867178,Eastern,2,Solo,1,Medium,Moderate,Medium,Mild,Low,Low,Moderate,1,2,"-36.03,-29.01 -> -28.81,-61.7",Balanced,0
European Stork,South America,Coastal,Windy,Food,13.1625,-76.3931,1.625,-53.0869,1196.54,44.56,27.94,1484.76,1076.73,14.26,13.85,70.32,1043.23,15.43,Successful,46.63,5,9,4,2,No,1,Low,Poor,Yes,Food Shortage,Unsuccessful,No,,Northern,1,Solo,1,Medium,Low,Medium,Mild,Low,Good,High,0,1,"13.16,-76.39 -> 1.62,-53.09",Balanced,0
Sandhill Crane,Africa,Forest,Rainy,Climate,2.9137,48.5986,5.4853,62.0641,1648.05,44.96,42.96,2693.27,2055.96,23.82,13.3,94.84,1005.61,9.06,Successful,81.65,11,12,2,2,No,1,Medium,Good,No,,Successful,Yes,5.808725407163901,Central,2,Solo,1,Medium,Moderate,High,Warm,Low,Low,Very High,1,2,"2.91,48.6 -> 5.49,62.06",Balanced,0
Bar-headed Goose,Africa,Grassland,Windy,Breeding,54.1171,27.0138,40.2205,-32.8448,2649.22,104.01,26.12,1376.06,432.4,19.3,41.58,76.93,1013.47,14.51,Successful,54.28,9,11,6,2,Yes,9,High,Good,No,,Successful,Yes,7.874867988059709,Central,3,Medium,9,Long,Low,Medium,Mild,High,Good,High,1,27,"54.12,27.01 -> 40.22,-32.84",High-Risk,2
Barn Swallow,Africa,Mountain,Stormy,Food,46.8233,-158.1577,32.0915,173.2468,413.68,13.28,61.26,2372.35,1774.94,11.0,14.48,85.02,979.53,13.88,Successful,67.22,6,8,6,2,Yes,10,Medium,Good,Yes,Injury,Unsuccessful,No,,Eastern,2,Medium,10,Short,Moderate,Medium,Mild,Low,Good,Very High,0,20,"46.82,-158.16 -> 32.09,173.25",Balanced,0
Osprey,North America,Mountain,Rainy,Shelter,11.1003,18.0525,3.2769,-22.5912,1844.81,47.38,48.19,1197.49,459.94,-0.88,12.12,43.54,1020.75,14.06,Successful,91.78,12,3,4,1,Yes,19,High,Good,Yes,Predator,Unsuccessful,No,,Northern,3,Medium,19,Medium,Moderate,Medium,Cold,Low,Good,Moderate,0,57,"11.1,18.05 -> 3.28,-22.59",Balanced,0
Osprey,Asia,Wetland,Windy,Climate,63.637,44.4507,65.1112,72.7793,772.9,17.94,46.21,1926.36,1297.39,26.32,17.52,33.42,1014.47,11.56,Successful,59.64,4,5,2,4,No,1,Low,Good,Yes,Storm,Unsuccessful,No,,Western,1,Solo,1,Short,Moderate,Medium,Warm,Moderate,Good,Low,0,1,"63.64,44.45 -> 65.11,72.78",Balanced,0
Barn Swallow,Africa,Coastal,Clear,Seasonal,-10.0676,-44.7367,2.2885,-20.4276,1118.45,23.91,95.85,1941.48,1232.22,8.65,32.02,79.91,1016.56,10.6,Successful,89.55,3,6,9,2,Yes,9,Low,Fair,No,,Successful,Yes,8.964897431147989,Central,1,Medium,9,Medium,High,Medium,Mild,High,Good,High,1,9,"-10.07,-44.74 -> 2.29,-20.43",Balanced,0
Ruby-throated Hummingbird,Africa,Grassland,Rainy,Seasonal,26.5087,-53.7359,13.242,-1.7092,1319.83,21.94,65.38,1381.82,551.8,6.77,29.05,78.91,995.7,19.11,Successful,57.91,1,5,4,2,Yes,5,High,Fair,Yes,Lost Signal,Unsuccessful,No,,Central,3,Small,5,Medium,Moderate,Medium,Mild,Moderate,Good,High,0,15,"26.51,-53.74 -> 13.24,-1.71",Balanced,0
Barn Swallow,South America,Wetland,Cloudy,Breeding,32.0035,97.7235,34.4911,61.1819,1397.43,25.01,73.46,2131.29,1135.36,23.24,7.13,53.9,1014.01,4.22,Successful,96.11,1,3,7,1,Yes,13,Medium,Poor,No,,Successful,Yes,7.281091407943104,Eastern,2,Medium,13,Medium,High,Medium,Warm,Low,Poor,Moderate,1,26,"32.0,97.72 -> 34.49,61.18",Balanced,0
Ruby-throated Hummingbird,Africa,Coastal,Stormy,Breeding,8.5647,-43.9017,15.8578,34.6353,1049.99,22.25,50.98,1220.53,701.12,3.81,19.16,64.74,1046.94,7.07,Successful,98.48,11,12,2,1,Yes,34,Medium,Poor,Yes,Food Shortage,Unsuccessful,No,,Central,2,Large,34,Medium,Moderate,Medium,Cold,Moderate,Low,Moderate,0,68,"8.56,-43.9 -> 15.86,34.64",Flock-Oriented,1
Arctic Tern,Europe,Wetland,Clear,Shelter,-28.0334,-72.6078,-36.8546,-43.2419,2794.3,45.57,55.91,1025.61,50.0,11.98,11.86,34.36,1018.02,17.06,Successful,67.57,1,3,5,3,Yes,16,Medium,Excellent,No,,Successful,Yes,5.999714697028272,Central,2,Medium,16,Long,Moderate,Medium,Mild,Low,Good,Low,1,32,"-28.03,-72.61 -> -36.85,-43.24",Balanced,0
Ruby-throated Hummingbird,Europe,Forest,Cloudy,Shelter,-35.6324,96.8,-28.8038,151.2153,2027.85,37.84,53.83,1452.64,994.71,25.43,18.39,70.21,1001.7,10.8,Unsuccessful,61.92,10,1,3,0,Yes,32,High,Excellent,No,,Successful,Yes,7.12096999288161,Northern,3,Large,32,Medium,Moderate,Medium,Warm,Moderate,Good,High,1,96,"-35.63,96.8 -> -28.8,151.22",Flock-Oriented,1
Ruby-throated Hummingbird,Europe,Coastal,Rainy,Climate,-34.8064,164.8466,-58.1445,167.3809,1154.95,28.02,72.47,1054.2,50.0,22.07,49.89,55.55,1009.42,13.78,Successful,66.1,1,4,1,3,Yes,8,High,Excellent,No,,Successful,Yes,3.766514764335219,Western,3,Medium,8,Medium,High,Medium,Warm,High,Good,Moderate,1,24,"-34.81,164.85 -> -58.14,167.38",High-Risk,2
Ruby-throated Hummingbird,Asia,Mountain,Cloudy,Climate,-6.5105,-107.1726,-22.7741,-119.3494,3535.61,42.21,72.26,989.75,584.44,14.35,5.45,80.28,1005.36,8.42,Successful,85.53,3,6,7,4,Yes,20,Low,Good,Yes,Injury,Unsuccessful,No,,Western,1,Medium,20,Long,High,Low,Mild,Low,Low,Very High,0,20,"-6.51,-107.17 -> -22.77,-119.35",Balanced,0
Osprey,North America,Grassland,Clear,Food,28.89,-41.3338,47.9616,-73.1304,1003.27,26.83,57.41,2905.97,2588.23,14.57,33.04,53.0,1018.02,1.0,Successful,58.67,5,9,3,3,Yes,26,Low,Excellent,No,,Successful,Yes,5.518512733542547,Western,1,Large,26,Medium,Moderate,High,Mild,High,Poor,Moderate,1,26,"28.89,-41.33 -> 47.96,-73.13",Balanced,0
European Stork,Europe,Mountain,Cloudy,Breeding,-16.2464,-169.1081,-56.4614,-127.8617,968.07,15.76,39.74,1669.53,928.21,10.75,30.42,49.15,1007.17,7.18,Unsuccessful,52.18,3,7,2,6,Yes,30,High,Excellent,No,,Successful,Yes,5.713495425539966,Eastern,3,Large,30,Short,Low,Medium,Mild,High,Low,Moderate,1,90,"-16.25,-169.11 -> -56.46,-127.86",Flock-Oriented,1
Osprey,Africa,Mountain,Windy,Food,52.5692,-4.8506,46.4548,-11.6338,1568.79,23.08,79.83,1698.11,724.51,14.32,34.25,57.85,1039.76,15.52,Successful,46.09,2,4,4,5,Yes,10,Low,Fair,Yes,Predator,Unsuccessful,No,,Western,1,Medium,10,Medium,High,Medium,Mild,High,Good,Moderate,0,10,"52.57,-4.85 -> 46.45,-11.63",High-Risk,2
Bar-headed Goose,Europe,Grassland,Clear,Shelter,19.4896,-73.8364,20.7402,-80.2045,1077.08,28.1,57.42,1626.02,598.48,14.15,52.74,48.96,1020.9,7.64,Successful,69.7,12,4,4,2,No,1,Medium,Fair,No,,Successful,Yes,6.860992507541291,Eastern,2,Solo,1,Medium,Moderate,Medium,Mild,Very High,Low,Moderate,1,2,"19.49,-73.84 -> 20.74,-80.2",High-Risk,2
Ruby-throated Hummingbird,South America,Wetland,Cloudy,Shelter,1.7557,110.7122,6.1492,147.5228,1842.48,74.29,22.61,1480.81,532.0,17.32,36.68,71.91,1007.12,14.34,Successful,75.31,5,7,4,3,Yes,27,Low,Fair,Yes,Food Shortage,Unsuccessful,No,,Southern,1,Large,27,Medium,Low,Medium,Mild,High,Good,High,0,27,"1.76,110.71 -> 6.15,147.52",Balanced,0
Monarch Butterfly,North America,Coastal,Windy,Food,-14.8216,141.3624,-9.7443,167.5555,1256.84,9.99,99.83,200.0,50.0,25.69,46.21,63.02,998.57,11.7,Successful,50.95,6,7,2,3,Yes,20,Medium,Good,Yes,Predator,Unsuccessful,No,,Eastern,2,Medium,20,Medium,High,Low,Warm,High,Good,Moderate,0,40,"-14.82,141.36 -> -9.74,167.56",High-Risk,2
European Stork,Europe,Wetland,Windy,Breeding,-40.8257,-130.5019,-44.8167,-139.6699,1776.08,38.65,61.88,2431.27,1395.27,21.75,4.74,63.92,990.05,9.48,Successful,64.92,10,1,5,5,No,1,Medium,Excellent,No,,Successful,Yes,5.648325958743601,Central,2,Solo,1,Medium,Moderate,Medium,Warm,Low,Low,Moderate,1,2,"-40.83,-130.5 -> -44.82,-139.67",High-Risk,2
Monarch Butterfly,Asia,Mountain,Clear,Breeding,13.7588,123.693,6.9198,126.6021,903.74,14.56,56.91,3157.18,2134.2,17.08,10.19,52.33,1022.76,15.68,Successful,58.71,11,3,3,6,Yes,5,Low,Excellent,No,,Successful,Yes,4.2014604099166055,Central,1,Small,5,Short,Moderate,High,Mild,Low,Good,Moderate,1,5,"13.76,123.69 -> 6.92,126.6",High-Risk,2
Monarch Butterfly,Europe,Forest,Rainy,Shelter,-7.7294,-96.9049,-22.997,-88.8858,3996.11,183.72,21.84,1480.11,1278.86,12.97,25.6,85.4,1012.62,6.56,Successful,100.0,4,6,4,3,Yes,10,Low,Fair,Yes,Storm,Unsuccessful,No,,Western,1,Medium,10,Long,Low,Medium,Mild,Moderate,Low,Very High,0,10,"-7.73,-96.9 -> -23.0,-88.89",Balanced,0
Arctic Tern,Africa,Coastal,Clear,Climate,65.3573,-65.2933,75.0,-64.7604,1124.53,16.33,69.86,1883.56,1476.7,24.95,17.88,63.25,1039.65,11.1,Successful,90.53,6,9,4,2,No,1,Medium,Good,No,,Successful,Yes,9.157378543132456,Southern,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Good,Moderate,1,2,"65.36,-65.29 -> 75.0,-64.76",Balanced,0
Barn Swallow,Asia,Coastal,Windy,Food,37.8027,131.1525,51.6458,170.2862,3251.5,102.07,30.19,1988.46,1648.94,27.65,13.96,63.33,988.5,19.49,Unsuccessful,52.31,6,9,0,3,Yes,12,Medium,Good,No,,Successful,Yes,5.614251951826944,Southern,2,Medium,12,Long,Low,Medium,Warm,Low,Good,Moderate,1,24,"37.8,131.15 -> 51.65,170.29",Balanced,0
Barn Swallow,Europe,Grassland,Cloudy,Climate,-38.0971,-45.8165,-32.8268,-29.2812,703.68,11.57,87.6,1514.54,551.18,18.25,33.25,54.01,1038.97,12.45,Unsuccessful,100.0,4,8,4,3,No,1,High,Excellent,No,,Successful,Yes,5.974287241791329,Southern,3,Solo,1,Short,High,Medium,Mild,High,Good,Moderate,1,3,"-38.1,-45.82 -> -32.83,-29.28",Balanced,0
Arctic Tern,North America,Mountain,Cloudy,Food,14.5074,-164.2659,13.2405,-176.7801,3974.54,250.0,15.0,1427.68,717.39,22.18,29.57,69.17,1028.18,15.33,Successful,44.65,2,3,8,4,Yes,18,High,Good,No,,Successful,Yes,3.7754754956592738,Southern,3,Medium,18,Long,Low,Medium,Warm,Moderate,Good,High,1,54,"14.51,-164.27 -> 13.24,-176.78",Balanced,0
European Stork,Europe,Coastal,Clear,Seasonal,54.2336,-152.3859,43.4769,-109.1318,1379.26,22.85,70.29,2044.36,1798.56,-3.45,48.69,63.19,1000.21,12.08,Successful,50.93,12,1,4,3,No,1,Low,Excellent,Yes,Storm,Unsuccessful,No,,Central,1,Solo,1,Medium,High,Medium,Cold,High,Good,Moderate,0,1,"54.23,-152.39 -> 43.48,-109.13",High-Risk,2
Osprey,North America,Mountain,Rainy,Shelter,62.4043,-55.1908,61.5043,-78.0541,1298.4,25.31,82.57,934.46,493.04,12.03,1.78,53.13,1024.07,11.33,Successful,86.72,9,11,6,4,No,1,Medium,Excellent,Yes,Injury,Unsuccessful,No,,Eastern,2,Solo,1,Medium,High,Low,Mild,Low,Good,Moderate,0,2,"62.4,-55.19 -> 61.5,-78.05",Balanced,0
Osprey,Asia,Wetland,Clear,Food,61.4406,130.7027,44.0396,125.7238,367.87,6.56,59.6,2369.95,1843.13,5.18,47.4,45.86,1024.75,16.65,Successful,66.88,9,10,2,2,No,1,High,Good,No,,Successful,Yes,6.249670717532575,Southern,3,Solo,1,Short,Moderate,Medium,Mild,High,Good,Moderate,1,3,"61.44,130.7 -> 44.04,125.72",High-Risk,2
European Stork,North America,Grassland,Windy,Shelter,47.1395,-139.8507,71.8055,-149.3286,712.69,16.09,57.46,1489.98,1004.91,19.44,29.16,45.13,1031.96,1.0,Successful,64.07,4,8,5,2,Yes,12,Medium,Poor,Yes,Predator,Unsuccessful,No,,Central,2,Medium,12,Short,Moderate,Medium,Mild,Moderate,Poor,Moderate,0,24,"47.14,-139.85 -> 71.81,-149.33",Balanced,0
Ruby-throated Hummingbird,Africa,Mountain,Cloudy,Seasonal,-20.3549,-103.5047,-36.2026,-118.6226,868.27,22.15,60.73,360.42,50.0,7.36,13.25,76.84,1050.0,8.76,Unsuccessful,93.3,8,11,6,3,Yes,28,High,Fair,Yes,Predator,Unsuccessful,No,,Southern,3,Large,28,Short,Moderate,Low,Mild,Low,Low,High,0,84,"-20.35,-103.5 -> -36.2,-118.62",Flock-Oriented,1
Monarch Butterfly,South America,Mountain,Rainy,Food,24.0146,158.8954,1.5011,146.6432,795.73,37.09,23.45,1095.7,472.66,40.0,26.13,60.17,1029.98,12.64,Successful,74.09,2,5,4,2,Yes,9,High,Fair,Yes,Predator,Unsuccessful,No,,Western,3,Medium,9,Short,Low,Medium,Hot,Moderate,Good,Moderate,0,27,"24.01,158.9 -> 1.5,146.64",Balanced,0
